,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GN122293,S,S,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN122315,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,S,S
GN122316,S,I,I,R,R,S,R,S,R,S,S,S,S,R,R,S,I
GN122318,S,I,R,R,R,S,S,S,R,S,S,S,S,R,R,S,S
GN122338,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122354,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN122355,R,R,I,R,S,R,S,R,S,R,S,S,R,S,I,R,S
GN122362,S,I,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN122378,R,I,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R
GN122419,S,R,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122424,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122428,S,R,R,R,R,R,R,I,R,S,R,S,R,R,R,S,I
GN122430,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN122433,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,I
GN122435,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122446,S,R,R,R,S,S,S,S,I,S,S,S,S,S,I,S,I
GN122466,R,R,R,R,I,R,I,R,R,S,I,S,R,R,R,S,S
GN122492,S,R,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122493,S,R,R,R,S,S,S,S,R,S,S,S,S,S,I,S,R
GN122494,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122495,S,R,I,S,S,I,S,S,I,S,S,S,S,S,S,S,S
GN122499,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122502,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122505,S,R,R,R,R,R,S,S,I,S,R,S,I,R,R,S,I
GN122514,S,R,R,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN122524,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122529,S,R,R,S,S,I,S,S,I,S,I,S,S,S,I,S,R
GN122544,R,S,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN122546,S,R,R,S,S,I,S,S,I,S,I,S,S,S,I,S,R
GN122547,S,I,R,S,S,S,S,S,S,S,S,S,S,R,R,S,S
GN122549,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122553,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122556,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122557,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN122561,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122564,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122571,S,I,R,R,S,S,S,S,S,S,S,S,S,R,R,S,S
GN122572,R,I,R,R,S,R,S,S,S,S,I,S,S,R,R,S,S
GN122574,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122582,S,R,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122601,S,I,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN122604,S,I,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN122614,S,R,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122615,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122625,R,R,R,R,R,S,R,R,R,S,R,S,S,R,R,S,R
GN122637,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122646,S,I,I,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN122659,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,S
GN122670,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,R
GN122671,S,R,I,R,S,R,S,R,S,S,S,S,R,S,S,S,S
GN122686,S,R,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122715,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R
GN122729,R,I,R,R,S,I,S,S,R,S,R,S,S,R,R,S,S
GN122737,R,R,R,S,S,R,S,S,I,S,S,S,S,R,S,S,S
GN122740,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,I
GN122743,R,R,R,R,R,R,I,S,R,S,R,S,I,R,R,S,S
GN122744,S,R,R,S,I,S,S,S,S,S,S,S,S,R,R,S,S
GN122764,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN122770,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122793,R,R,R,R,S,R,R,S,S,S,R,S,S,R,R,S,S
GN122813,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122824,R,R,R,R,S,R,S,S,I,I,R,S,R,R,R,R,R
GN122829,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122831,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN122835,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN122837,S,R,I,R,S,I,S,S,R,S,S,S,S,S,S,S,S
GN122838,S,R,I,R,S,S,S,S,I,S,S,S,S,S,S,S,S
GN122839,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122841,I,R,R,R,I,S,R,S,R,S,R,S,I,R,R,R,R
GN122842,R,R,I,S,S,S,S,S,I,S,R,S,S,S,S,I,S
GN122843,S,R,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S
GN122844,S,R,I,R,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122845,S,R,R,R,R,R,S,R,R,S,R,S,R,R,R,R,R
GN122846,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122851,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122852,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN122854,S,R,R,S,S,R,S,S,S,S,S,S,S,S,S,S,R
GN122861,S,R,R,S,S,S,S,S,S,S,I,S,S,R,R,R,R
GN122862,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN122863,S,R,I,S,S,R,S,S,R,S,I,S,S,S,S,S,S
GN122866,R,R,R,R,I,R,R,I,R,R,R,S,R,R,R,R,R
GN122868,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN130024,R,R,R,S,I,R,R,S,R,R,R,S,S,R,R,S,S
GN130106,R,I,R,R,R,R,R,I,R,S,R,S,S,R,R,S,S
GN130113,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130120,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130126,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130225,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130321,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130358,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130363,R,R,R,R,R,R,I,I,R,S,R,S,S,R,R,I,R
GN130386,S,R,I,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN130387,R,I,R,R,R,R,R,I,R,S,R,S,S,R,R,I,S
GN130388,S,R,R,R,R,S,S,S,I,S,S,S,S,R,R,S,S
GN130405,R,R,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN130424,I,R,R,R,S,R,S,I,R,S,R,S,S,R,R,S,R
GN130437,S,R,R,S,S,R,S,S,R,S,R,S,I,R,R,S,R
GN130484,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130520,R,S,R,R,R,R,R,R,R,S,I,S,S,R,R,S,S
GN130586,I,I,R,R,S,I,S,S,R,S,S,S,S,S,I,S,S
GN130587,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN130593,R,R,R,R,S,R,R,I,R,R,R,S,S,S,R,S,S
GN130601,S,I,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130625,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130638,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130646,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130649,S,R,R,R,R,S,S,R,R,S,S,R,R,R,R,R,I
GN130666,R,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,S
GN130723,S,I,R,S,R,I,S,R,R,S,I,S,S,R,R,R,R
GN130749,R,I,R,R,R,R,R,I,R,S,R,S,S,R,R,S,S
GN130789,R,R,R,R,S,I,S,R,R,S,S,S,S,R,R,S,R
GN130806,S,R,R,S,S,S,S,R,R,S,S,S,S,S,S,S,S
GN130811,S,I,R,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN130851,S,S,R,R,S,R,I,R,R,S,I,S,S,S,I,S,S
GN130858,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130897,S,R,R,R,R,R,R,R,R,S,I,S,S,R,R,S,S
GN130934,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN130945,S,R,R,S,S,R,S,S,R,S,S,S,S,S,R,S,S
GN130953,S,R,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN130957,R,I,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R
GN130979,R,I,R,R,S,S,R,S,I,S,S,S,S,S,I,S,S
GN130980,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN130988,S,R,R,R,S,R,R,R,R,S,R,I,R,R,R,I,R
GN130995,S,I,R,S,S,S,S,S,I,S,S,S,S,R,R,S,S
GN131016,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN131039,S,R,R,S,S,I,S,S,R,S,S,S,S,R,R,S,S
GN131043,S,R,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN131044,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN131065,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN131068,S,S,I,R,S,S,S,S,R,S,I,S,S,S,S,S,S
GN131074,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN131088,R,R,R,S,R,R,R,R,S,R,R,R,R,R,R,R,R
GN131107,R,I,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN131110,S,I,R,R,R,R,S,S,R,S,I,S,S,R,R,I,R
GN131117,R,I,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN131133,R,I,R,R,S,R,R,I,R,S,R,S,S,R,R,S,S
GN131137,R,I,R,R,S,R,S,S,R,S,R,S,S,S,R,S,S
GN131166,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN131181,S,I,I,S,S,S,S,S,S,I,S,S,S,S,I,S,S
GN131195,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN131221,S,I,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN131230,R,I,R,R,S,R,S,S,R,S,I,S,S,S,R,S,S
GN131253,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,R
GN131259,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN131273,R,R,R,R,I,R,I,I,R,S,R,S,S,R,R,S,I
GN131309,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN131312,R,I,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN131318,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN131320,R,I,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN131347,R,I,R,S,R,R,R,R,S,R,R,S,R,R,R,R,I
GN131348,S,S,R,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN131353,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,I,R
GN131382,R,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,R
GN131399,S,I,I,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN131411,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN131424,S,I,R,R,S,R,S,S,R,S,S,S,S,S,R,S,S
GN131499,S,I,R,R,I,R,S,S,R,S,R,S,S,R,R,S,R
GN131513,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN131531,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,S,R
GN131532,S,R,R,R,R,R,S,R,R,S,I,R,R,R,R,R,R
GN131534,S,R,R,R,R,R,S,R,R,S,I,R,R,R,R,R,R
GN131536,R,R,R,R,S,R,S,R,R,S,R,S,I,S,R,I,R
GN131558,S,I,R,S,R,R,S,R,R,S,R,R,R,R,R,R,R
GN131597,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN131601,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R
GN131620,R,I,R,R,R,R,S,R,R,S,R,R,R,S,R,R,R
GN131627,R,I,R,R,R,R,R,R,S,S,R,R,R,R,R,R,R
GN131678,R,R,R,R,S,R,I,S,R,S,R,S,S,S,S,S,I
GN131687,R,I,R,R,I,R,S,R,R,S,I,S,R,S,R,I,S
GN131711,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN131736,R,I,R,R,S,R,S,S,R,S,S,S,S,R,R,S,S
GN131766,R,S,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN131789,R,R,R,R,R,R,I,S,R,S,R,S,R,S,R,R,R
GN131799,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN131827,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN131879,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R
GN131890,S,I,S,S,S,S,R,S,S,S,S,S,S,S,S,S,S
GN131893,S,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,R
GN131908,S,R,R,R,S,R,S,S,S,S,R,S,S,S,R,S,R
GN131958,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,R
GN131962,S,R,I,S,S,R,S,S,S,S,S,S,S,S,I,S,S
GN131988,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN132001,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN132002,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN132010,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132021,R,R,R,R,S,R,R,S,R,S,R,R,S,R,R,S,R
GN132038,S,R,I,S,S,R,S,S,S,S,S,S,S,S,S,S,S
GN132039,R,I,I,S,S,R,S,S,S,S,S,S,S,S,R,S,S
GN132040,R,I,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R
GN132061,S,I,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN132063,R,R,R,R,R,R,R,S,R,S,R,S,I,R,R,S,R
GN132065,R,R,R,R,R,R,R,S,S,S,R,S,S,R,R,S,I
GN132085,S,R,R,R,S,R,I,S,S,S,I,S,S,S,R,S,R
GN132089,S,R,I,S,S,R,R,S,S,S,S,S,S,S,S,S,S
GN132097,R,R,R,R,R,R,R,S,R,S,R,R,S,R,R,S,I
GN132098,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN132101,R,R,R,R,R,R,R,S,R,R,R,S,I,R,R,I,R
GN132102,R,R,R,S,I,R,R,S,R,R,R,R,R,R,R,I,R
GN132111,R,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,R
GN132116,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132134,S,R,R,S,S,S,S,S,S,S,S,S,S,S,R,S,R
GN132137,R,S,R,R,R,R,R,S,R,R,R,S,S,R,R,S,S
GN132138,R,I,R,R,R,R,R,S,R,R,R,R,S,R,R,R,I
GN132154,R,I,R,R,R,R,R,S,R,R,R,R,R,R,R,R,I
GN132165,R,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132173,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132177,R,R,I,R,S,R,R,S,R,S,R,S,S,S,I,S,S
GN132184,S,I,R,R,R,R,S,S,S,S,R,S,S,R,R,R,R
GN132189,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,I
GN132211,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132213,R,I,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN132215,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN132218,R,R,R,R,R,S,R,R,S,S,S,R,R,R,R,R,R
GN132236,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132239,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN132246,S,I,R,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN132247,S,I,R,R,I,R,S,S,S,S,R,S,S,R,R,S,S
GN132252,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN132262,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN132263,S,I,R,R,I,R,S,S,S,S,R,S,S,R,R,S,S
GN132276,S,R,I,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN132281,S,R,I,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN132283,S,I,R,R,I,R,S,S,S,S,R,S,S,R,R,S,S
GN132287,S,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN132291,R,I,R,R,R,S,I,S,R,S,S,S,R,S,I,S,R
GN132294,R,I,R,R,R,S,I,S,R,S,S,S,S,R,R,S,I
GN132297,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,I
GN132312,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN132325,R,S,R,R,S,R,R,I,S,S,R,S,S,S,R,S,S
GN132328,S,S,R,R,S,R,S,S,S,S,R,S,S,S,S,S,S
GN132331,R,R,R,R,I,R,R,S,R,R,R,S,S,R,R,I,R
GN132352,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN132358,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,I
GN132386,S,R,R,R,S,R,R,R,R,S,R,S,S,S,R,S,I
GN132401,R,R,R,R,R,R,R,S,I,R,R,S,S,R,R,S,I
GN132424,R,R,R,R,R,I,S,S,R,S,S,S,S,R,R,S,R
GN132428,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN132433,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN132450,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,S,I
GN132454,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,I,R
GN132498,S,R,I,S,S,I,S,S,I,S,S,S,S,S,R,S,S
GN132512,S,R,R,R,R,I,S,S,R,S,S,S,S,R,R,S,S
GN132534,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN132539,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R
GN140145,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN140155,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,I
GN140164,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R,R,R
GN140181,R,R,R,R,R,S,I,S,R,S,S,S,S,R,R,S,S
GN140184,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN140185,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,I
GN140237,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN140245,S,R,R,S,R,S,S,S,I,S,S,S,S,R,R,S,I
GN140404,S,R,S,R,S,R,S,I,R,S,R,S,S,S,R,S,R
GN140434,R,R,R,S,S,R,R,I,R,S,R,S,I,R,R,S,R
GN140436,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN140463,S,R,I,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN140464,S,I,S,S,S,S,S,S,I,S,S,S,S,S,I,S,R
GN140465,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,I,S
GN140469,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,I,S
GN140478,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN140485,S,R,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN140657,R,R,R,S,S,R,R,S,R,R,R,I,S,R,I,S,R
GN140687,S,R,R,S,S,S,S,S,I,S,S,S,S,S,I,S,I
GN140708,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,S,I
GN140712,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN140724,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN140792,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN140798,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN140799,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN140820,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN140827,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141001,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141012,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141017,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141021,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141036,S,I,I,S,S,R,S,S,S,S,S,S,S,S,S,S,S
GN141105,S,I,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN141320,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN141322,S,R,I,R,S,R,S,S,I,S,I,S,S,S,I,S,R
GN141350,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141353,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141398,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141408,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141415,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN141417,S,I,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN141425,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141427,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN141430,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R
GN141432,S,I,S,S,S,R,S,S,S,S,I,S,S,S,S,S,S
GN141491,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN141518,R,R,I,S,R,R,S,S,S,S,R,S,S,S,S,S,S
GN141542,S,R,R,S,S,R,S,S,R,S,R,S,S,S,R,S,R
GN141570,R,S,R,R,S,R,S,S,S,S,I,S,S,R,R,S,S
GN141571,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141576,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141606,S,R,I,R,S,R,I,S,R,S,R,S,S,S,S,S,S
GN141613,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,I
GN141624,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141635,S,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN141646,S,I,I,S,S,I,S,S,S,S,S,S,S,S,S,S,S
GN141817,S,S,R,S,S,S,S,S,R,S,I,S,S,S,S,S,S
GN141840,R,R,R,R,R,R,R,R,I,S,R,S,R,R,R,R,R
GN141842,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN141981,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN141983,S,R,R,R,S,I,S,S,R,S,S,S,S,S,R,S,R
GN141987,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN141989,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,R,R
GN141992,R,R,R,R,R,R,R,S,R,S,R,S,I,R,R,S,I
GN142119,S,I,R,R,R,R,S,S,R,S,R,S,S,R,R,I,R
GN142120,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,I
GN142465,R,I,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN142466,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN142467,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN142468,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN142469,R,I,R,R,R,R,R,R,R,S,I,S,S,R,R,S,I
GN142470,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN142471,S,R,R,S,S,R,S,S,R,S,I,S,S,S,S,S,S
GN142472,R,R,R,R,S,R,S,S,R,S,R,S,S,S,I,S,S
GN142474,S,I,R,S,S,I,S,S,R,S,S,S,S,S,R,S,R
GN142475,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN142479,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN150006,R,S,R,R,S,R,S,S,R,S,S,S,S,S,R,S,S
GN150044,S,R,I,R,S,S,I,S,R,S,S,S,S,S,S,S,S
GN150082,S,S,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN150108,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S
GN150112,R,R,R,R,I,R,R,S,R,S,I,S,S,R,R,S,S
GN150137,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN150147,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN150314,S,I,R,S,S,R,S,S,R,S,I,S,S,S,I,S,I
GN150358,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,R,R
GN150533,S,I,I,S,S,S,S,S,R,S,S,S,S,,I,S,S
GN150538,R,R,R,R,R,R,R,R,R,S,R,I,R,R,R,I,R
GN150556,S,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,S
GN150614,S,R,R,R,S,I,S,S,R,S,I,S,S,S,I,S,I
GN150685,S,R,I,S,S,S,S,S,I,S,I,S,S,S,I,S,S
GN150772,R,R,I,S,S,S,S,S,I,S,S,S,S,S,I,I,S
GN150870,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN150956,S,I,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN150967,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151044,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN151091,S,R,R,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151111,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151260,S,R,I,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN151440,R,R,R,S,S,R,R,S,R,S,R,S,S,S,I,S,I
GN151447,S,R,R,R,I,R,R,I,R,S,R,S,S,R,R,S,S
GN151522,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151533,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,R
GN151547,S,I,R,S,S,S,S,S,I,S,S,S,S,R,R,S,S
GN151626,S,R,R,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151729,S,R,R,R,R,S,S,I,R,S,S,S,S,R,R,S,R
GN151764,S,R,R,R,R,S,S,R,R,S,S,S,I,R,R,S,R
GN151774,S,R,R,R,R,S,R,R,R,S,S,S,I,R,R,I,S
GN151786,S,R,R,R,R,R,I,I,R,S,R,S,S,R,R,S,I
GN151823,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151858,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN151902,S,R,R,R,S,R,I,R,R,S,R,S,S,R,R,S,R
GN151983,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,I
